"","species","temp","injurylevel","recov","replicate","Acq..Date.Time","TRT","metabolites","conc","fold_change","log_foldchange","group"
"6832","RP",-5,"F","D",8,"2022/11/24 06:44","F D","Valine",0.960759425,0.908293391355866,-0.138769711594674,"Amino acids"
"6833","RP",-5,"F","R",1,"2022/10/14 09:14","F R","Valine",1.391632051,1.31563652901173,0.39576097066848,"Amino acids"
"6834","RP",-5,"F","R",2,"2022/10/19 20:51","F R","Valine",1.241636815,1.17383237070888,0.231226398895971,"Amino acids"
"6835","RP",-5,"F","R",3,"2022/10/21 07:45","F R","Valine",1.97911894,1.87104139406098,0.903841476454645,"Amino acids"
"6836","RP",-5,"F","R",4,"2022/11/24 19:11","F R","Valine",0.700111649,0.661879308649986,-0.595359924208851,"Amino acids"
"6837","RP",-5,"F","R",5,"2022/10/27 16:10","F R","Valine",1.110460796,1.04981973230871,0.0701416196706522,"Amino acids"
"6838","RP",-5,"F","R",6,"2022/11/18 09:00","F R","Valine",1.280295601,1.21038004219452,0.275460104444909,"Amino acids"
"6839","RP",-5,"F","R",7,"2022/11/19 19:04","F R","Valine",1.052674994,0.995189550491036,-0.00695675766433316,"Amino acids"
"6840","RP",-5,"F","R",8,"2022/11/24 07:33","F R","Valine",2.106042964,1.9910342343118,0.993518027310174,"Amino acids"
"6841","RP",20,"C","D",1,"2022/10/12 21:26","C D","Leucine",0.665096383,0.826166937294174,-0.275494769329219,"Amino acids"
"6842","RP",20,"C","D",2,"2022/10/19 10:03","C D","Leucine",1.015539247,1.26147874329369,0.335115896204701,"Amino acids"
"6843","RP",20,"C","D",3,"2022/10/20 20:57","C D","Leucine",0.959121239,1.19139763314338,0.252654998107413,"Amino acids"
"6844","RP",20,"C","D",4,"2022/11/24 08:23","C D","Leucine",0.548543625,0.681387868318168,-0.553451833500982,"Amino acids"
"6845","RP",20,"C","D",5,"2022/10/27 05:22","C D","Leucine",0.863081677,1.07209956924666,0.100438899627446,"Amino acids"
"6846","RP",20,"C","D",6,"2022/11/17 22:12","C D","Leucine",0.676532659,0.840372807839362,-0.250898613778336,"Amino acids"
"6847","RP",20,"C","D",7,"2022/11/19 08:16","C D","Leucine",0.985698315,1.2244110459996,0.292087965280511,"Amino acids"
"6848","RP",20,"C","D",8,"2022/11/23 20:45","C D","Leucine",0.726696705,0.902685394864969,-0.14770482960899,"Amino acids"
"6849","RP",34,"1/2","D",1,"2022/10/12 23:05","1/2 D","Leucine",0.827451496,1.02784060428397,0.0396165512642956,"Amino acids"
"6850","RP",34,"1/2","D",2,"2022/10/19 11:43","1/2 D","Leucine",1.036732889,1.2878049822401,0.364914136575889,"Amino acids"
"6851","RP",34,"1/2","D",3,"2022/10/20 22:37","1/2 D","Leucine",0.846843867,1.05192934715711,0.0730378092603785,"Amino acids"
"6852","RP",34,"1/2","D",4,"2022/11/26 20:31","1/2 D","Leucine",0.819787461,1.01832052195439,0.0261917290487403,"Amino acids"
"6853","RP",34,"1/2","D",5,"2022/10/27 07:02","1/2 D","Leucine",0.68217011,0.847375515636099,-0.238926651317372,"Amino acids"
"6854","RP",34,"1/2","D",6,"2022/11/17 23:52","1/2 D","Leucine",0.770505805,0.957104018838472,-0.0632523683919432,"Amino acids"
"6855","RP",34,"1/2","D",7,"2022/11/19 09:56","1/2 D","Leucine",0.879232682,1.09216196422599,0.127186819315354,"Amino acids"
"6856","RP",34,"1/2","D",8,"2022/11/23 22:25","1/2 D","Leucine",0.677910343,0.842084134197363,-0.247963712040522,"Amino acids"
"6857","RP",34,"1/2","R",1,"2022/10/12 23:55","1/2 R","Leucine",0.495523522,0.615527555091158,-0.700104652144269,"Amino acids"
"6858","RP",34,"1/2","R",2,"2022/10/19 12:32","1/2 R","Leucine",0.565060308,0.701904499827753,-0.510653342131598,"Amino acids"
"6859","RP",34,"1/2","R",3,"2022/10/20 23:26","1/2 R","Leucine",0.576959362,0.716685222217996,-0.48058848789898,"Amino acids"
"6860","RP",34,"1/2","R",4,"2022/11/24 10:53","1/2 R","Leucine",0.456331868,0.56684461291874,-0.81897478634252,"Amino acids"
"6861","RP",34,"1/2","R",5,"2022/10/27 07:52","1/2 R","Leucine",0.454767409,0.564901279089856,-0.823929327557129,"Amino acids"
"6862","RP",34,"1/2","R",6,"2022/11/25 22:06","1/2 R","Leucine",0.259551824,0.322409113903114,-1.63303556815243,"Amino acids"
"6863","RP",34,"1/2","R",7,"2022/11/19 10:46","1/2 R","Leucine",0.426804787,0.530166773885887,-0.915481837077704,"Amino acids"
"6864","RP",34,"1/2","R",8,"2022/11/23 23:15","1/2 R","Leucine",0.322344607,0.400408818218583,-1.32045434783601,"Amino acids"
"6865","RP",-5,"1/2","D",1,"2022/10/13 00:45","1/2 D","Leucine",0.995243295,1.23626759355375,0.305991052391572,"Amino acids"
"6866","RP",-5,"1/2","D",2,"2022/10/19 13:22","1/2 D","Leucine",1.34214428,1.66717976154517,0.737409669475915,"Amino acids"
"6867","RP",-5,"1/2","D",3,"2022/10/21 00:16","1/2 D","Leucine",1.025332559,1.27364376296274,0.348961813485253,"Amino acids"
"6868","RP",-5,"1/2","D",4,"2022/11/26 23:52","1/2 D","Leucine",0.954066075,1.1851182284343,0.245030990826146,"Amino acids"
"6869","RP",-5,"1/2","D",5,"2022/10/27 08:42","1/2 D","Leucine",0.857377396,1.06501384681049,0.0908721878172766,"Amino acids"
"6870","RP",-5,"1/2","D",6,"2022/11/18 01:31","1/2 D","Leucine",0.942655105,1.17094379240154,0.227671825309858,"Amino acids"
"6871","RP",-5,"1/2","D",7,"2022/11/19 11:36","1/2 D","Leucine",0.817408667,1.01536564052116,0.0219993459085225,"Amino acids"
"6872","RP",-5,"1/2","D",8,"2022/11/24 00:05","1/2 D","Leucine",1.052622541,1.30754273072747,0.386858094771471,"Amino acids"
"6873","RP",-5,"1/2","R",1,"2022/10/13 01:35","1/2 R","Leucine",0.623584498,0.774601859256818,-0.368473130653336,"Amino acids"
"6874","RP",-5,"1/2","R",2,"2022/10/19 14:12","1/2 R","Leucine",0.628178327,0.780308204581182,-0.357884025532035,"Amino acids"
"6875","RP",-5,"1/2","R",3,"2022/10/21 01:06","1/2 R","Leucine",0.755641899,0.938640427680665,-0.0913554956352353,"Amino acids"
"6876","RP",-5,"1/2","R",4,"2022/11/27 00:42","1/2 R","Leucine",0.573595428,0.712506623264407,-0.489024669766407,"Amino acids"
"6877","RP",-5,"1/2","R",5,"2022/10/27 09:32","1/2 R","Leucine",0.507306372,0.630163931631333,-0.666200912962487,"Amino acids"
"6878","RP",-5,"1/2","R",6,"2022/11/18 02:21","1/2 R","Leucine",0.60674705,0.75368678107933,-0.407963005434678,"Amino acids"
"6879","RP",-5,"1/2","R",7,"2022/11/19 12:25","1/2 R","Leucine",0.456486677,0.567036912983309,-0.818485440064556,"Amino acids"
"6880","RP",-5,"1/2","R",8,"2022/11/24 00:55","1/2 R","Leucine",0.569793171,0.707783549886191,-0.498619863462457,"Amino acids"
"6881","RP",34,"2/2","D",1,"2022/10/13 02:25","2/2 D","Leucine",0.570899948,0.709158362000238,-0.49582026352845,"Amino acids"
"6882","RP",34,"2/2","D",2,"2022/10/19 15:02","2/2 D","Leucine",0.758425587,0.942098258828339,-0.0860505572025863,"Amino acids"
"6883","RP",34,"2/2","D",3,"2022/10/21 01:56","2/2 D","Leucine",0.677839611,0.841996272586171,-0.248114248214871,"Amino acids"
"6884","RP",34,"2/2","D",4,"2022/11/27 01:32","2/2 D","Leucine",0.432296703,0.536988701560687,-0.897036361190356,"Amino acids"
"6885","RP",34,"2/2","D",5,"2022/10/27 10:21","2/2 D","Leucine",0.646699069,0.803314230603361,-0.315963660998046,"Amino acids"
"6886","RP",34,"2/2","D",6,"2022/11/18 03:11","2/2 D","Leucine",0.707279593,0.878565919308991,-0.186777558349406,"Amino acids"
"6887","RP",34,"2/2","D",7,"2022/11/19 13:15","2/2 D","Leucine",0.514760475,0.639423241414386,-0.645156911507276,"Amino acids"
"6888","RP",34,"2/2","D",8,"2022/11/24 01:44","2/2 D","Leucine",0.508178177,0.631246867105315,-0.663723772250961,"Amino acids"
"6889","RP",34,"2/2","R",1,"2022/10/13 03:15","2/2 R","Leucine",0.702593737,0.872745260229987,-0.196367478183823,"Amino acids"
"6890","RP",34,"2/2","R",2,"2022/10/19 15:52","2/2 R","Leucine",0.755729091,0.93874873551309,-0.0911890355576277,"Amino acids"
"6891","RP",34,"2/2","R",3,"2022/10/21 02:46","2/2 R","Leucine",0.85028354,1.05620202729842,0.0788858156666336,"Amino acids"
"6892","RP",34,"2/2","R",4,"2022/11/24 14:12","2/2 R","Leucine",0.782376821,0.97184991309075,-0.0411945653758668,"Amino acids"
"6893","RP",34,"2/2","R",5,"2022/10/27 11:11","2/2 R","Leucine",0.414906081,0.515386483772982,-0.956273392477147,"Amino acids"
"6894","RP",34,"2/2","R",6,"2022/11/18 04:01","2/2 R","Leucine",0.574610624,0.713767675634426,-0.486473527288404,"Amino acids"
"6895","RP",34,"2/2","R",7,"2022/11/19 14:05","2/2 R","Leucine",0.565760454,0.702774204567192,-0.508866856907567,"Amino acids"
"6896","RP",34,"2/2","R",8,"2022/11/24 02:34","2/2 R","Leucine",0.47533724,0.590452634821599,-0.760106761342354,"Amino acids"
"6897","RP",34,"F","D",1,"2022/10/13 04:04","F D","Leucine",1.597158772,1.98395270935606,0.988377637221447,"Amino acids"
"6898","RP",34,"F","D",2,"2022/10/19 16:42","F D","Leucine",1.174368279,1.45877239617594,0.544754805446886,"Amino acids"
"6899","RP",34,"F","D",3,"2022/10/21 03:36","F D","Leucine",1.281236073,1.59152103279627,0.670406223081513,"Amino acids"
"6900","RP",34,"F","D",4,"2022/11/24 15:02","F D","Leucine",1.088994308,1.35272287621379,0.435866313769694,"Amino acids"
"6901","RP",34,"F","D",5,"2022/10/27 12:01","F D","Leucine",1.026261595,1.27479778942623,0.350268422513174,"Amino acids"
"6902","RP",34,"F","D",6,"2022/11/18 04:51","F D","Leucine",1.183728977,1.47040003300462,0.556208704122342,"Amino acids"
"6903","RP",34,"F","D",7,"2022/11/26 14:42","F D","Leucine",1.245646602,1.54731263682911,0.629764724927399,"Amino acids"
"6904","RP",34,"F","D",8,"2022/11/24 03:24","F D","Leucine",1.061914168,1.31908456919973,0.399537061673533,"Amino acids"
"6905","RP",34,"F","R",1,"2022/10/13 04:54","F R","Leucine",0.50541864,0.627819035756486,-0.671579322139466,"Amino acids"
"6906","RP",34,"F","R",2,"2022/10/19 17:32","F R","Leucine",0.864161353,1.07344071714189,0.1022425177481,"Amino acids"
"6907","RP",34,"F","R",3,"2022/10/21 04:26","F R","Leucine",0.776842954,0.964975874879685,-0.0514352205133949,"Amino acids"
"6908","RP",34,"F","R",4,"2022/11/24 15:52","F R","Leucine",0.661318871,0.821474601567501,-0.283712124409591,"Amino acids"
"6909","RP",34,"F","R",5,"2022/10/27 12:51","F R","Leucine",0.762265638,0.94686827901611,-0.0787643517994054,"Amino acids"
"6910","RP",34,"F","R",6,"2022/11/18 05:41","F R","Leucine",0.386036592,0.479525489911017,-1.06032058894363,"Amino acids"
"6911","RP",34,"F","R",7,"2022/11/19 15:45","F R","Leucine",0.509707684,0.633146784389574,-0.659388091976338,"Amino acids"
"6912","RP",34,"F","R",8,"2022/11/24 04:14","F R","Leucine",0.527665763,0.65545388379101,-0.609433815533336,"Amino acids"
"6913","RP",-5,"2/2","D",1,"2022/10/13 05:44","2/2 D","Leucine",1.215066789,1.50932711909816,0.593905517564767,"Amino acids"
"6914","RP",-5,"2/2","D",2,"2022/10/19 18:21","2/2 D","Leucine",1.346678624,1.67281221601473,0.742275502620905,"Amino acids"
"6915","RP",-5,"2/2","D",3,"2022/10/21 05:15","2/2 D","Leucine",1.292833717,1.60592735084012,0.683406629496963,"Amino acids"
"6916","RP",-5,"2/2","D",4,"2022/11/24 16:42","2/2 D","Leucine",0.497282987,0.617713120743717,-0.694991119820362,"Amino acids"
"6917","RP",-5,"2/2","D",5,"2022/10/27 13:41","2/2 D","Leucine",0.720427163,0.894897518634138,-0.160205616782707,"Amino acids"
"6918","RP",-5,"2/2","D",6,"2022/11/25 22:56","2/2 D","Leucine",0.428047629,0.531710602712694,-0.911286859746445,"Amino acids"
"6919","RP",-5,"2/2","D",7,"2022/11/19 16:35","2/2 D","Leucine",0.691121268,0.858494431599436,-0.220119318295285,"Amino acids"
"6920","RP",-5,"2/2","D",8,"2022/11/24 05:04","2/2 D","Leucine",0.72290392,0.897974087380283,-0.15525428081999,"Amino acids"
"6921","RP",-5,"2/2","R",1,"2022/10/13 06:34","2/2 R","Leucine",0.431397349,0.535871545372929,-0.900040883501812,"Amino acids"
"6922","RP",-5,"2/2","R",2,"2022/10/19 19:11","2/2 R","Leucine",0.759799667,0.9438051083831,-0.0834391147465531,"Amino acids"
"6923","RP",-5,"2/2","R",3,"2022/10/21 06:05","2/2 R","Leucine",0.923584352,1.14725455577265,0.198185535734771,"Amino acids"
"6924","RP",-5,"2/2","R",4,"2022/11/24 17:32","2/2 R","Leucine",0.432797853,0.537611218193174,-0.895364852115181,"Amino acids"
"6925","RP",-5,"2/2","R",5,"2022/10/27 14:31","2/2 R","Leucine",0.819848095,1.01839584006971,0.0262984312617156,"Amino acids"
"6926","RP",-5,"2/2","R",6,"2022/11/25 23:46","2/2 R","Leucine",0.803269332,0.997802094257934,-0.00317439750698464,"Amino acids"
"6927","RP",-5,"2/2","R",7,"2022/11/19 17:25","2/2 R","Leucine",0.593992673,0.737843596764215,-0.438613059206066,"Amino acids"
"6928","RP",-5,"2/2","R",8,"2022/11/24 05:54","2/2 R","Leucine",1.215903145,1.51036602066592,0.594898213265646,"Amino acids"
"6929","RP",-5,"F","D",1,"2022/10/14 08:24","F D","Leucine",0.970546187,1.2055894323159,0.2697386760528,"Amino acids"
"6930","RP",-5,"F","D",2,"2022/10/19 20:01","F D","Leucine",0.890643558,1.10633628349419,0.145789975796675,"Amino acids"
"6931","RP",-5,"F","D",3,"2022/10/21 06:55","F D","Leucine",0.924996836,1.14900910986449,0.2003902363689,"Amino acids"
"6932","RP",-5,"F","D",4,"2022/11/24 18:22","F D","Leucine",0.742069077,0.921780590416779,-0.117504705173606,"Amino acids"
"6933","RP",-5,"F","D",5,"2022/10/27 15:21","F D","Leucine",0.797536357,0.990680728816176,-0.0135079064637144,"Amino acids"
"6934","RP",-5,"F","D",6,"2022/11/26 15:32","F D","Leucine",0.713522264,0.886320417021551,-0.174099747709179,"Amino acids"
"6935","RP",-5,"F","D",7,"2022/11/19 18:14","F D","Leucine",0.847796856,1.05311312746855,0.0746604218066168,"Amino acids"
"6936","RP",-5,"F","D",8,"2022/11/24 06:44","F D","Leucine",0.703205499,0.873505176462899,-0.195111842191548,"Amino acids"
"6937","RP",-5,"F","R",1,"2022/10/14 09:14","F R","Leucine",0.627841614,0.77988994768629,-0.358657539026658,"Amino acids"
"6938","RP",-5,"F","R",2,"2022/10/19 20:51","F R","Leucine",0.693523971,0.861479012224854,-0.21511244565473,"Amino acids"
"6939","RP",-5,"F","R",3,"2022/10/21 07:45","F R","Leucine",0.961025145,1.19376261997705,0.255515984819229,"Amino acids"
"6940","RP",-5,"F","R",4,"2022/11/24 19:11","F R","Leucine",0.446360002,0.554457797709841,-0.850850440364732,"Amino acids"
"6941","RP",-5,"F","R",5,"2022/10/27 16:10","F R","Leucine",0.506480553,0.629138118874824,-0.668551318575565,"Amino acids"
"6942","RP",-5,"F","R",6,"2022/11/18 09:00","F R","Leucine",0.620863506,0.771221907591915,-0.374782061051199,"Amino acids"
"6943","RP",-5,"F","R",7,"2022/11/19 19:04","F R","Leucine",0.561557811,0.697553781205108,-0.519623642265615,"Amino acids"
"6944","RP",-5,"F","R",8,"2022/11/24 07:33","F R","Leucine",0.679869134,0.844517297875039,-0.243801121472355,"Amino acids"
"6945","RP",20,"C","D",1,"2022/10/12 21:26","C D","Phosphoric_acid",13.58267477,1.02086150523935,0.0297871568552338,"Phosphorylated compounds"
"6946","RP",20,"C","D",2,"2022/10/19 10:03","C D","Phosphoric_acid",12.92115041,0.971141934879488,-0.0422459302600951,"Phosphorylated compounds"
"6947","RP",20,"C","D",3,"2022/10/20 20:57","C D","Phosphoric_acid",11.75375697,0.883401703699312,-0.178858480172667,"Phosphorylated compounds"
"6948","RP",20,"C","D",4,"2022/11/24 08:23","C D","Phosphoric_acid",13.74866586,1.03333724487555,0.0473111758930735,"Phosphorylated compounds"
"6949","RP",20,"C","D",5,"2022/10/27 05:22","C D","Phosphoric_acid",9.19855697,0.691355191332766,-0.532500993365272,"Phosphorylated compounds"
"6950","RP",20,"C","D",6,"2022/11/17 22:12","C D","Phosphoric_acid",13.34355675,1.00288961192963,0.00416281723020239,"Phosphorylated compounds"
"6951","RP",20,"C","D",7,"2022/11/19 08:16","C D","Phosphoric_acid",15.64436879,1.17581655615824,0.233662997109194,"Phosphorylated compounds"
"6952","RP",20,"C","D",8,"2022/11/23 20:45","C D","Phosphoric_acid",16.24815064,1.22119625188567,0.288295066722303,"Phosphorylated compounds"
"6953","RP",34,"1/2","D",1,"2022/10/12 23:05","1/2 D","Phosphoric_acid",16.75115568,1.25900165405959,0.332280178451685,"Phosphorylated compounds"
"6954","RP",34,"1/2","D",2,"2022/10/19 11:43","1/2 D","Phosphoric_acid",21.27554059,1.59905031661803,0.677215336187344,"Phosphorylated compounds"
"6955","RP",34,"1/2","D",3,"2022/10/20 22:37","1/2 D","Phosphoric_acid",15.10831925,1.13552755936242,0.183362720816267,"Phosphorylated compounds"
"6956","RP",34,"1/2","D",4,"2022/11/26 20:31","1/2 D","Phosphoric_acid",19.90604454,1.49612023674081,0.58122612307261,"Phosphorylated compounds"
"6957","RP",34,"1/2","D",5,"2022/10/27 07:02","1/2 D","Phosphoric_acid",11.8769,0.892657022043766,-0.163822127428011,"Phosphorylated compounds"
"6958","RP",34,"1/2","D",6,"2022/11/17 23:52","1/2 D","Phosphoric_acid",17.72214103,1.33198003149639,0.413572454273231,"Phosphorylated compounds"
"6959","RP",34,"1/2","D",7,"2022/11/19 09:56","1/2 D","Phosphoric_acid",18.61036074,1.39873781856618,0.484125567004569,"Phosphorylated compounds"
"6960","RP",34,"1/2","D",8,"2022/11/23 22:25","1/2 D","Phosphoric_acid",17.61104776,1.32363036217465,0.404500290489597,"Phosphorylated compounds"
"6961","RP",34,"1/2","R",1,"2022/10/12 23:55","1/2 R","Phosphoric_acid",14.22315861,1.06899968921678,0.09626143363326,"Phosphorylated compounds"
"6962","RP",34,"1/2","R",2,"2022/10/19 12:32","1/2 R","Phosphoric_acid",16.78236891,1.26134761209074,0.334965919702372,"Phosphorylated compounds"
"6963","RP",34,"1/2","R",3,"2022/10/20 23:26","1/2 R","Phosphoric_acid",11.29078436,0.848605102622395,-0.236834741375502,"Phosphorylated compounds"
"6964","RP",34,"1/2","R",4,"2022/11/24 10:53","1/2 R","Phosphoric_acid",15.36049701,1.15448101087479,0.207244443582296,"Phosphorylated compounds"
"6965","RP",34,"1/2","R",5,"2022/10/27 07:52","1/2 R","Phosphoric_acid",9.8234278,0.738319915652228,-0.437682020177277,"Phosphorylated compounds"
"6966","RP",34,"1/2","R",6,"2022/11/25 22:06","1/2 R","Phosphoric_acid",17.89880797,1.34525815832696,0.427883056052789,"Phosphorylated compounds"
"6967","RP",34,"1/2","R",7,"2022/11/19 10:46","1/2 R","Phosphoric_acid",18.69208897,1.40488043813936,0.490447355611235,"Phosphorylated compounds"
"6968","RP",34,"1/2","R",8,"2022/11/23 23:15","1/2 R","Phosphoric_acid",18.09375601,1.35991027603778,0.443511468692173,"Phosphorylated compounds"
"6969","RP",-5,"1/2","D",1,"2022/10/13 00:45","1/2 D","Phosphoric_acid",12.94218312,0.972722734269405,-0.0398994583277437,"Phosphorylated compounds"
"6970","RP",-5,"1/2","D",2,"2022/10/19 13:22","1/2 D","Phosphoric_acid",14.59353434,1.09683679285317,0.133348871540239,"Phosphorylated compounds"
"6971","RP",-5,"1/2","D",3,"2022/10/21 00:16","1/2 D","Phosphoric_acid",10.51973256,0.790653549302128,-0.338882425719725,"Phosphorylated compounds"
"6972","RP",-5,"1/2","D",4,"2022/11/26 23:52","1/2 D","Phosphoric_acid",13.80839573,1.03782648768144,0.0535652623026543,"Phosphorylated compounds"
"6973","RP",-5,"1/2","D",5,"2022/10/27 08:42","1/2 D","Phosphoric_acid",9.44569057,0.70992952835867,-0.494252273274873,"Phosphorylated compounds"
"6974","RP",-5,"1/2","D",6,"2022/11/18 01:31","1/2 D","Phosphoric_acid",13.55502957,1.01878371710391,0.0268478067730661,"Phosphorylated compounds"
"6975","RP",-5,"1/2","D",7,"2022/11/19 11:36","1/2 D","Phosphoric_acid",12.47447516,0.937570228585282,-0.093001335445351,"Phosphorylated compounds"
"6976","RP",-5,"1/2","D",8,"2022/11/24 00:05","1/2 D","Phosphoric_acid",16.68087048,1.25371908223312,0.326214123203204,"Phosphorylated compounds"
"6977","RP",-5,"1/2","R",1,"2022/10/13 01:35","1/2 R","Phosphoric_acid",14.87880582,1.11827753831797,0.161278286091744,"Phosphorylated compounds"
"6978","RP",-5,"1/2","R",2,"2022/10/19 14:12","1/2 R","Phosphoric_acid",6.247793293,0.46957847209915,-1.09056182551035,"Phosphorylated compounds"
"6979","RP",-5,"1/2","R",3,"2022/10/21 01:06","1/2 R","Phosphoric_acid",11.8639419,0.891683103011245,-0.165397015845578,"Phosphorylated compounds"
"6980","RP",-5,"1/2","R",4,"2022/11/27 00:42","1/2 R","Phosphoric_acid",16.48230451,1.23879504418789,0.308937516620646,"Phosphorylated compounds"
"6981","RP",-5,"1/2","R",5,"2022/10/27 09:32","1/2 R","Phosphoric_acid",11.1620717,0.838931175943301,-0.253375634875463,"Phosphorylated compounds"
"6982","RP",-5,"1/2","R",6,"2022/11/18 02:21","1/2 R","Phosphoric_acid",15.86388686,1.19231533501897,0.253765839914313,"Phosphorylated compounds"
"6983","RP",-5,"1/2","R",7,"2022/11/19 12:25","1/2 R","Phosphoric_acid",9.056346459,0.680666778425982,-0.554979397627973,"Phosphorylated compounds"
"6984","RP",-5,"1/2","R",8,"2022/11/24 00:55","1/2 R","Phosphoric_acid",13.57153186,1.02002401423938,0.0286031177028864,"Phosphorylated compounds"
"6985","RP",34,"2/2","D",1,"2022/10/13 02:25","2/2 D","Phosphoric_acid",20.42401263,1.53505024816914,0.618285881392155,"Phosphorylated compounds"
"6986","RP",34,"2/2","D",2,"2022/10/19 15:02","2/2 D","Phosphoric_acid",14.25807195,1.07162374415654,0.099798452695857,"Phosphorylated compounds"
"6987","RP",34,"2/2","D",3,"2022/10/21 01:56","2/2 D","Phosphoric_acid",15.1194556,1.13636455731874,0.184425740355431,"Phosphorylated compounds"
"6988","RP",34,"2/2","D",4,"2022/11/27 01:32","2/2 D","Phosphoric_acid",21.35480649,1.60500786970373,0.682580371213446,"Phosphorylated compounds"
"6989","RP",34,"2/2","D",5,"2022/10/27 10:21","2/2 D","Phosphoric_acid",16.37006661,1.23035934551446,0.299079738554054,"Phosphorylated compounds"
"6990","RP",34,"2/2","D",6,"2022/11/18 03:11","2/2 D","Phosphoric_acid",20.46097423,1.53782824847107,0.620894385669433,"Phosphorylated compounds"
"6991","RP",34,"2/2","D",7,"2022/11/19 13:15","2/2 D","Phosphoric_acid",17.95689338,1.3496238050121,0.432557325589054,"Phosphorylated compounds"
"6992","RP",34,"2/2","D",8,"2022/11/24 01:44","2/2 D","Phosphoric_acid",21.88266918,1.64468155028566,0.717808270709024,"Phosphorylated compounds"
"6993","RP",34,"2/2","R",1,"2022/10/13 03:15","2/2 R","Phosphoric_acid",22.17043998,1.66631014237274,0.736656947654557,"Phosphorylated compounds"
"6994","RP",34,"2/2","R",2,"2022/10/19 15:52","2/2 R","Phosphoric_acid",16.20587644,1.21801896139057,0.284536592432432,"Phosphorylated compounds"
"6995","RP",34,"2/2","R",3,"2022/10/21 02:46","2/2 R","Phosphoric_acid",20.32673633,1.52773904976944,0.611398140393345,"Phosphorylated compounds"
"6996","RP",34,"2/2","R",4,"2022/11/24 14:12","2/2 R","Phosphoric_acid",20.94517537,1.57422036659134,0.654637510054665,"Phosphorylated compounds"
"6997","RP",34,"2/2","R",5,"2022/10/27 11:11","2/2 R","Phosphoric_acid",11.94564862,0.897824105912353,-0.15549526282044,"Phosphorylated compounds"
"6998","RP",34,"2/2","R",6,"2022/11/18 04:01","2/2 R","Phosphoric_acid",20.37668462,1.53149311790233,0.614938883887256,"Phosphorylated compounds"
"6999","RP",34,"2/2","R",7,"2022/11/19 14:05","2/2 R","Phosphoric_acid",22.65149712,1.70246596030716,0.767625952782429,"Phosphorylated compounds"
"7000","RP",34,"2/2","R",8,"2022/11/24 02:34","2/2 R","Phosphoric_acid",26.65825251,2.00361005805112,1.00260175900435,"Phosphorylated compounds"
"7001","RP",34,"F","D",1,"2022/10/13 04:04","F D","Phosphoric_acid",15.00601181,1.12783822504763,0.173560145166343,"Phosphorylated compounds"
"7002","RP",34,"F","D",2,"2022/10/19 16:42","F D","Phosphoric_acid",11.56483964,0.869202848677357,-0.20223519215146,"Phosphorylated compounds"
"7003","RP",34,"F","D",3,"2022/10/21 03:36","F D","Phosphoric_acid",12.17395198,0.914983179194117,-0.128182873366411,"Phosphorylated compounds"
"7004","RP",34,"F","D",4,"2022/11/24 15:02","F D","Phosphoric_acid",13.74598507,1.03313575913279,0.0470298439015699,"Phosphorylated compounds"
"7005","RP",34,"F","D",5,"2022/10/27 12:01","F D","Phosphoric_acid",9.427758138,0.708581743048772,-0.496993800687581,"Phosphorylated compounds"
"7006","RP",34,"F","D",6,"2022/11/18 04:51","F D","Phosphoric_acid",14.97369113,1.12540903207983,0.170449447044178,"Phosphorylated compounds"
"7007","RP",34,"F","D",7,"2022/11/26 14:42","F D","Phosphoric_acid",15.85195707,1.19141870283254,0.252680511728089,"Phosphorylated compounds"
"7008","RP",34,"F","D",8,"2022/11/24 03:24","F D","Phosphoric_acid",15.37333872,1.15544618214057,0.208450064161157,"Phosphorylated compounds"
"7009","RP",34,"F","R",1,"2022/10/13 04:54","F R","Phosphoric_acid",15.19533711,1.14206774272443,0.191648227928423,"Phosphorylated compounds"
"7010","RP",34,"F","R",2,"2022/10/19 17:32","F R","Phosphoric_acid",12.50889922,0.940157509684411,-0.089025615326571,"Phosphorylated compounds"
"7011","RP",34,"F","R",3,"2022/10/21 04:26","F R","Phosphoric_acid",12.74025326,0.957545869305541,-0.062586496795347,"Phosphorylated compounds"
"7012","RP",34,"F","R",4,"2022/11/24 15:52","F R","Phosphoric_acid",13.97570843,1.05040155832547,0.0709409616583249,"Phosphorylated compounds"
"7013","RP",34,"F","R",5,"2022/10/27 12:51","F R","Phosphoric_acid",10.80035063,0.81174454869573,-0.300902303822004,"Phosphorylated compounds"
"7014","RP",34,"F","R",6,"2022/11/18 05:41","F R","Phosphoric_acid",10.07274535,0.757058396377522,-0.401523506809916,"Phosphorylated compounds"
"7015","RP",34,"F","R",7,"2022/11/19 15:45","F R","Phosphoric_acid",17.14039595,1.28825659939698,0.365419983054042,"Phosphorylated compounds"
"7016","RP",34,"F","R",8,"2022/11/24 04:14","F R","Phosphoric_acid",16.24522737,1.22097654156624,0.288035482314535,"Phosphorylated compounds"
"7017","RP",-5,"2/2","D",1,"2022/10/13 05:44","2/2 D","Phosphoric_acid",14.48447893,1.08864028723905,0.122527331883447,"Phosphorylated compounds"
"7018","RP",-5,"2/2","D",2,"2022/10/19 18:21","2/2 D","Phosphoric_acid",16.17192374,1.21546710728113,0.281510851980806,"Phosphorylated compounds"
"7019","RP",-5,"2/2","D",3,"2022/10/21 05:15","2/2 D","Phosphoric_acid",8.933391309,0.671425580971769,-0.574700590860446,"Phosphorylated compounds"
